"House Number","Street Name","count"
"3700","E Tremont Ave","13"
"170","W 25th St","13"
"1539","E New York Ave","13"
"N","Tenney Pl","13"
"2386","Ryer Ave","13"
"N","Victory Blvd","13"
"1590","York Ave","13"
"1122","Coney Island Ave","13"
"1564","1st Ave","13"
"3525","Broadway","13"
"150-06","12th Rd","13"
"N","E 126th St","13"
"E","Beach 111th St","13"
"69","Bruckner Blvd","13"
"103-26","68th Rd","13"
"E","Rosedale Ave","13"
"615","Reiss Pl","13"
"2734","Bainbridge Ave","13"
"1402","Wythe Pl","13"
"139-46","Hillside Ave","13"
"1","STATE ROAD","13"
"140","SCHERMERHORN ST","13"
"S","Fairview Ave","13"
"227","W 61st St","13"
"383-389","E 10th St","13"
"245","Park Ave","13"
"143","E 13th St","13"
"32-78","Steinway St","13"
"1475","Geneva Loop","13"
"30-08","36th St","13"
"1352","Jerome Ave","13"
"2334","Hughes Ave","13"
"38-33","Bell Blvd","13"
"935","Broadway","13"
"310","3rd Ave","13"
"2712","Nostrand Ave","13"
"127","E 60th St","13"
"663","Crescent Ave","13"
"38-07","Broadway","13"
"2166","White Plains Rd","13"
"N","1st Pl","13"
"135-07","Roosevelt Ave","13"
"12","W 23rd St","13"
"2015","Grand Concourse","13"
"","SB WILSON AVE @ SEXT","13"
"185","6th Ave","13"
"N","W 238th St","13"
"35-27","Farrington St","13"
"4803","13th Ave","13"
"256","E 138th St","13"
"822","Madison Ave","13"
"436","Myrtle Ave","13"
"136","E 36th St","13"
"425","Park Ave","13"
"37-67","75th St","13"
"28","E 73rd St","13"
"1476","Shakespeare Ave","13"
"301","Sea Breeze Ave","13"
"64","W 40th St","13"
"1570","3rd Ave","13"
"170","N 11th St","13"
"S","Elder Ave","13"
"602","W 180th St","13"
"510","Amsterdam Ave","13"
"410","E 75th St","13"
"45","W 43rd St","13"
"93-19","37th Ave","13"
"362","W 19th St","13"
"S","Woodbine St","13"
"725","9th Ave","13"
"4016","14th Ave","13"
"2563","Decatur Ave","13"
"1680","E 12th St","13"
"W","Paulding Ave","13"
"42-60","Main St","13"
"37-09","Broadway","13"
"127","8th Ave","13"
"6","E 39th St","13"
"263","W 36th St","13"
"760","Parkside Ave","13"
"1196","Madison Ave","13"
"S","W 119th St","13"
"75-16","37th Ave","13"
"E","Hinsdale St","13"
"60","W 116th St","13"
"146","Pierrepont St","13"
"","7th Ave","13"
"E","Paul Ave","13"
"W","E 23rd St","13"
"50","University Pl","13"
"","WB 140TH AVE @ SOUTH","13"
"464","Bushwick Ave","13"
"64","E 86th St","13"
"27","W 27th St","13"
"339","E 90th St","13"
"W","Lefferts Blvd","13"
"E","Sutphin Blvd","13"
"1535","3rd Ave","13"
"233","W 26th St","13"
"4151","Broadway","13"
"1133","5th Ave","13"
"460","W 42nd St","13"
"E","Montgomery St","13"
